#Selection name: Selection 1
#Area (µm^2): 693778.57
Cell ID,Cluster,Transcripts,Area (µm^2)
hedbaejd-1,Cluster 23,75,89.67
heddaigp-1,Cluster 13,335,175.42
heefhgbb-1,Cluster 23,89,68.30
hecnmjeg-1,Cluster 13,209,106.94
hekonohj-1,Cluster 1,74,62.46
hfmldcdg-1,Cluster 6,46,22.96
hekojmab-1,Cluster 1,26,19.55
heljjdim-1,Cluster 1,77,63.22
heknafdm-1,Cluster 1,78,85.20
hfmmfpmg-1,Cluster 1,89,75.02
helikehd-1,Cluster 8,82,66.65
heljmnmm-1,Cluster 1,48,31.38
helmcdca-1,Cluster 1,59,43.61
hfmjhpdi-1,Cluster 1,48,48.53
helining-1,Cluster 1,70,54.65
aficlfgl-1,Cluster 23,95,87.93
afhonleg-1,Cluster 13,242,136.38
ajebjgcd-1,Cluster 13,245,99.40
afhpnhoo-1,Cluster 13,211,129.61
ajedcnfn-1,Cluster 13,112,73.74
hfmlocch-1,Cluster 23,88,66.92
heljgdnk-1,Cluster 13,287,132.09
helndige-1,Cluster 13,230,116.14
hfmmimha-1,Cluster 23,134,87.38
afhomnlp-1,Cluster 23,127,78.92
afhcbdjd-1,Cluster 23,118,83.77
afhjhfib-1,Cluster 1,72,44.45
afiabbof-1,Cluster 1,68,41.52
afhicbke-1,Cluster 13,77,50.63
afieheij-1,Cluster 2,88,59.17
afhofonn-1,Cluster 1,54,57.75
afipdnld-1,Cluster 1,33,37.82
afikhcop-1,Cluster 1,16,28.63
afihkafd-1,Cluster 1,51,33.24
afigikhf-1,Cluster 13,112,72.76
afinnbep-1,Cluster 23,61,43.21
eheobiie-1,Cluster 2,100,53.03
ehemkdkl-1,Cluster 1,58,28.27
ehepgfob-1,Cluster 1,90,56.75
ehenoclp-1,Cluster 1,53,29.09
eheokahl-1,Cluster 1,29,19.42
eheoobib-1,Cluster 6,85,65.64
eheoicda-1,Cluster 1,83,45.09
afghgogj-1,Cluster 23,94,45.30
afhhhelo-1,Cluster 1,76,45.62
afglchmg-1,Cluster 23,40,44.21
afghfohm-1,Cluster 23,81,34.54
afggahlh-1,Cluster 13,169,83.85
afgpmckk-1,Cluster 13,112,51.45
afhggaei-1,Cluster 23,139,88.19
afgnmkhc-1,Cluster 13,172,119.98
afhhbnfc-1,Cluster 1,39,42.68
afhgibcg-1,Cluster 17,45,20.97
afhncbga-1,Cluster 13,147,87.27
afhehnoo-1,Cluster 13,70,81.72
afhfjima-1,Cluster 13,121,65.26
ejfkcjgg-1,Cluster 2,98,53.45
ejflenja-1,Cluster 1,92,63.30
ejfknmgh-1,Cluster 3,224,106.77
ejflefpg-1,Cluster 6,109,78.17
ejfkdhbg-1,Cluster 2,107,52.92
afgedhfl-1,Cluster 1,81,55.89
afgdagkk-1,Cluster 6,126,69.05
affonjkc-1,Cluster 2,84,56.83
afgdecbc-1,Cluster 2,79,52.81
eiphplmp-1,Cluster 1,60,32.34
ehghjdhe-1,Cluster 14,146,65.08
ehgbdmak-1,Cluster 10,44,20.52
ehhchkod-1,Cluster 1,63,45.45
ehgpbnpk-1,Cluster 10,93,46.51
ehgfeioc-1,Cluster 14,67,40.98
egceceap-1,Cluster 8,72,40.93
egccoggf-1,Cluster 1,50,23.12
ehhbjemn-1,Cluster 1,41,31.59
ehgkbloo-1,Cluster 1,62,38.35
ehhebdcc-1,Cluster 1,59,46.43
ehgopieb-1,Cluster 1,34,24.52
ehgfigoo-1,Cluster 1,60,53.86
ehhbnaki-1,Cluster 1,81,49.05
ehgngghi-1,Cluster 14,112,45.97
ehhddgaj-1,Cluster 14,186,90.46
egcfgmdf-1,Cluster 1,104,57.02
ehgecbak-1,Cluster 14,203,86.55
ehgplabl-1,Cluster 14,132,65.64
egchjogo-1,Cluster 8,79,38.70
ehgiaoog-1,Cluster 14,126,67.41
egcecceg-1,Cluster 8,52,33.86
ehgekfdi-1,Cluster 14,101,48.91
ehhcadjh-1,Cluster 1,55,37.16
ehgbcifh-1,Cluster 14,76,38.05
eipnegnf-1,Cluster 8,110,62.85
ehfldegf-1,Cluster 14,167,90.51
ehfkmckj-1,Cluster 6,107,70.72
ehgbfflp-1,Cluster 10,48,29.52
ehfoojea-1,Cluster 8,91,59.95
ehfkmhoc-1,Cluster 6,122,76.00
ehfpkdok-1,Cluster 10,110,56.72
eipojnfm-1,Cluster 6,92,66.97
ehfogddh-1,Cluster 8,104,60.96
ehfpnckk-1,Cluster 1,50,27.05
ehfpijfp-1,Cluster 14,84,42.53
eiplcief-1,Cluster 8,56,24.31
ehfknjee-1,Cluster 15,316,114.98
ehfljmak-1,Cluster 14,184,97.65
eipllemh-1,Cluster 1,97,43.05
ehgbbman-1,Cluster 14,149,82.19
eipjaccc-1,Cluster 8,92,46.83
ehfjpoof-1,Cluster 15,115,70.71
ehfnpkmn-1,Cluster 14,201,98.46
ehgcegdh-1,Cluster 14,80,36.76
ehadoaml-1,Cluster 14,190,87.64
ehgmoklc-1,Cluster 10,182,76.54
ehaddgnn-1,Cluster 14,92,47.29
ehhbecdk-1,Cluster 14,57,31.66
ehhedgca-1,Cluster 14,121,54.29
ehabjkkf-1,Cluster 14,53,16.07
ehgengmf-1,Cluster 14,71,30.61
egcfmimp-1,Cluster 14,150,78.70
ehgdopia-1,Cluster 14,76,43.20
ehgpcigo-1,Cluster 14,130,56.74
egcjddfl-1,Cluster 1,81,48.81
egpfkman-1,Cluster 14,134,74.14
egpiiffn-1,Cluster 14,86,40.27
egphjjpe-1,Cluster 14,185,80.01
egpnihgo-1,Cluster 14,173,71.79
egpfnlfb-1,Cluster 14,115,53.26
ehachlfp-1,Cluster 14,159,79.36
ehacapjg-1,Cluster 14,185,92.07
egpjbgbg-1,Cluster 14,176,67.84
ehacjpch-1,Cluster 14,227,95.41
ehaaplii-1,Cluster 1,145,82.98
eikakdnc-1,Cluster 1,57,58.41
ehabfgmj-1,Cluster 14,210,116.19
eikaomcm-1,Cluster 8,99,63.67
ehfknnco-1,Cluster 10,127,51.52
eipoojib-1,Cluster 10,29,20.64
eipoelpc-1,Cluster 1,70,40.23
eipojine-1,Cluster 1,35,18.90
ehflcdbb-1,Cluster 15,119,46.39
ehgbacnd-1,Cluster 14,165,73.73
eipinnne-1,Cluster 1,62,33.50
egpfbeog-1,Cluster 14,121,60.86
egpeflig-1,Cluster 14,117,53.10
egpohmhn-1,Cluster 14,130,69.80
egpfadmg-1,Cluster 14,94,48.57
eijlocpa-1,Cluster 1,99,51.43
egpobicj-1,Cluster 10,37,15.97
eijkpaod-1,Cluster 8,54,31.41
ehabgcde-1,Cluster 14,115,50.71
eijojjke-1,Cluster 1,104,50.20
einapklc-1,Cluster 2,97,60.49
einmjpam-1,Cluster 8,80,36.88
eiofegmj-1,Cluster 1,14,9.89
eiomeije-1,Cluster 2,93,62.34
eioelmho-1,Cluster 8,72,45.35
eipfaiek-1,Cluster 8,77,66.97
eiokoccf-1,Cluster 2,40,41.58
eiojocbm-1,Cluster 2,36,33.37
eipdcegc-1,Cluster 2,84,47.84
eipdncnp-1,Cluster 1,67,41.07
eiphmoob-1,Cluster 6,65,45.30
eioancoj-1,Cluster 2,72,53.58
eiokmdol-1,Cluster 1,74,64.12
eioolpno-1,Cluster 3,110,38.28
eiolbepk-1,Cluster 8,52,36.98
eioaapdf-1,Cluster 8,87,51.71
eiomlhpe-1,Cluster 1,52,40.67
eiohflpa-1,Cluster 8,75,54.25
eipeldcd-1,Cluster 1,45,39.96
eiobkjgh-1,Cluster 8,63,36.47
eioklpbd-1,Cluster 2,67,41.57
eipfhkhk-1,Cluster 8,109,55.63
eiohchef-1,Cluster 8,27,11.55
einhdpea-1,Cluster 6,45,36.94
einbcahg-1,Cluster 1,63,33.25
einbmnde-1,Cluster 1,55,33.84
eimpiijf-1,Cluster 1,74,40.32
einhmkgd-1,Cluster 1,52,30.34
einlgfbl-1,Cluster 2,21,24.78
eingebgh-1,Cluster 1,42,14.28
einigjja-1,Cluster 1,38,36.36
einopgeb-1,Cluster 3,57,46.46
eindgbfl-1,Cluster 8,53,34.23
einbelbe-1,Cluster 2,95,43.55
einechaf-1,Cluster 8,82,46.04
einfpmin-1,Cluster 8,84,47.03
einkpilp-1,Cluster 1,83,58.37
einameaa-1,Cluster 3,219,110.33
einfcfem-1,Cluster 1,84,61.54
eindnogb-1,Cluster 8,43,27.72
einjomec-1,Cluster 6,72,61.65
einbimpc-1,Cluster 1,45,35.98
eimpodgf-1,Cluster 1,100,56.58
einpcbee-1,Cluster 1,23,12.23
eijpibmf-1,Cluster 1,45,25.59
eijomjnn-1,Cluster 1,35,31.35
eijpcicc-1,Cluster 1,31,23.25
eiodhkdd-1,Cluster 1,64,38.29
eipfbhnc-1,Cluster 1,80,42.32
eioalpgk-1,Cluster 1,42,18.98
eipdleck-1,Cluster 2,91,37.01
eipcalke-1,Cluster 1,62,32.20
eiobjljl-1,Cluster 1,79,49.35
eipdndha-1,Cluster 1,53,25.18
eiokfabo-1,Cluster 3,213,118.62
eijjbpci-1,Cluster 14,142,62.72
eijkffif-1,Cluster 1,48,43.26
eijhbpbb-1,Cluster 1,64,43.43
eijkidai-1,Cluster 6,67,31.56
eijhlpic-1,Cluster 8,59,43.82
eihddlip-1,Cluster 1,81,68.41
eijiebmf-1,Cluster 8,52,33.03
eijjcmio-1,Cluster 8,19,10.74
eijpbmpo-1,Cluster 1,88,46.28
ejlbhlck-1,Cluster 1,98,58.07
ejkidbpa-1,Cluster 12,166,61.32
ejlknhpk-1,Cluster 2,32,15.50
einiagli-1,Cluster 1,110,58.50
ejkkjjfm-1,Cluster 2,40,16.53
einbibmg-1,Cluster 1,87,63.50
einjflbg-1,Cluster 8,75,52.27
ejllelaa-1,Cluster 1,47,33.61
eineimoo-1,Cluster 2,80,57.50
einokdfh-1,Cluster 1,63,39.93
eimppemn-1,Cluster 2,78,40.85
eigomenk-1,Cluster 23,77,54.32
eigpnbha-1,Cluster 8,43,45.54
ejldbdeh-1,Cluster 2,127,58.67
ejlkmond-1,Cluster 2,84,44.93
ejknphck-1,Cluster 2,64,50.30
ejkkfjlh-1,Cluster 2,116,56.58
ejlfmgap-1,Cluster 1,56,35.97
ejkheklg-1,Cluster 8,221,107.63
ejldogac-1,Cluster 2,77,35.62
fbhkdieg-1,Cluster 2,117,53.30
ecnajnnf-1,Cluster 2,184,115.86
edaiofgm-1,Cluster 6,95,52.97
edajbhej-1,Cluster 12,248,124.22
emfmbgpp-1,Cluster 4,178,95.34
elngohid-1,Cluster 21,1563,637.91
elngonnh-1,Cluster 21,468,170.47
emajdnah-1,Cluster 22,598,208.27
elponemn-1,Cluster 18,206,79.75
emgcilpc-1,Cluster 19,43,12.71
elpgchfn-1,Cluster 22,236,89.32
elpcccpf-1,Cluster 18,388,159.28
elpkifgk-1,Cluster 19,247,100.03
emajdplk-1,Cluster 22,87,30.61
elmjdhfc-1,Cluster 4,96,39.78
elnfhpmf-1,Cluster 21,751,254.44
elmlpbag-1,Cluster 22,279,102.35
emapaedf-1,Cluster 22,705,208.58
elmiojpj-1,Cluster 22,233,83.53
emamelbf-1,Cluster 19,381,196.82
elndhaae-1,Cluster 21,502,150.51
embbhmip-1,Cluster 22,76,21.47
emalpmjh-1,Cluster 19,133,47.90
elnfgfie-1,Cluster 21,1142,352.79
elnecaln-1,Cluster 25,2027,1069.87
embapklj-1,Cluster 21,528,228.02
elmhanee-1,Cluster 19,233,116.95
emajpdng-1,Cluster 14,174,126.56
emapegid-1,Cluster 4,178,77.67
embagjga-1,Cluster 4,214,132.10
elmpfhel-1,Cluster 22,379,187.00
elmmfncl-1,Cluster 21,666,286.41
elmlgden-1,Cluster 14,200,85.91
elpkglld-1,Cluster 4,132,69.71
elpbegob-1,Cluster 4,176,92.37
emacojec-1,Cluster 4,103,52.89
emaaacla-1,Cluster 22,347,129.05
elpekiap-1,Cluster 14,319,234.08
emacpilf-1,Cluster 19,229,120.15
elphikli-1,Cluster 18,203,84.50
elpkjknn-1,Cluster 18,258,98.82
emgfffjk-1,Cluster 18,140,69.94
emafiadd-1,Cluster 19,174,70.11
emafcnca-1,Cluster 4,146,137.42
elpiencl-1,Cluster 14,190,84.30
emaiejbg-1,Cluster 4,187,80.28
emaekehi-1,Cluster 14,259,158.01
elpknefd-1,Cluster 21,836,387.80
emaejpjo-1,Cluster 14,84,43.26
elpnbmfo-1,Cluster 4,80,42.35
elpnbejo-1,Cluster 4,186,95.24
elpbglib-1,Cluster 22,649,286.42
elpehffa-1,Cluster 4,155,77.38
emmaokph-1,Cluster 6,71,42.96
enacjkgc-1,Cluster 3,158,97.50
ememmlhh-1,Cluster 19,96,47.67
emfnfcbb-1,Cluster 18,157,78.36
emgadbid-1,Cluster 14,130,82.23
emfbmbnc-1,Cluster 14,113,80.54
emfnaofb-1,Cluster 14,84,40.19
emfoheof-1,Cluster 14,168,76.04
emfnliji-1,Cluster 19,110,46.84
emenocbd-1,Cluster 19,46,36.48
emfohcae-1,Cluster 19,180,87.59
emfhigkl-1,Cluster 19,444,196.45
emgbkheb-1,Cluster 18,169,67.04
emfcjime-1,Cluster 6,79,40.57
emgbolbi-1,Cluster 18,187,69.34
emeodcnl-1,Cluster 19,96,42.80
emgaljie-1,Cluster 19,151,57.73
emfpomek-1,Cluster 19,192,100.67
enajocnf-1,Cluster 19,166,72.69
emeginij-1,Cluster 19,167,72.64
enalfkfa-1,Cluster 19,204,105.74
enajflag-1,Cluster 19,181,78.99
enabibco-1,Cluster 19,68,31.16
enaghghe-1,Cluster 3,229,140.32
emccalfl-1,Cluster 19,71,29.67
emfbinac-1,Cluster 14,145,90.62
emnacfgf-1,Cluster 1,32,13.57
emndhpbg-1,Cluster 3,122,68.59
emnbdmlf-1,Cluster 8,21,10.92
emncfigh-1,Cluster 1,93,55.67
emmomkip-1,Cluster 1,84,49.99
emeimfpo-1,Cluster 18,278,139.62
enafamaf-1,Cluster 19,125,68.68
emehifnl-1,Cluster 19,114,46.96
enadhkkj-1,Cluster 14,217,111.76
embjhnod-1,Cluster 2,86,50.93
embiiljm-1,Cluster 8,64,37.20
embjcoba-1,Cluster 8,124,48.16
embkcfph-1,Cluster 12,39,22.24
emblmgnl-1,Cluster 19,117,69.22
embcikil-1,Cluster 2,129,53.85
embfoaak-1,Cluster 3,134,63.20
embhfeho-1,Cluster 19,93,39.40
enifnacm-1,Cluster 3,59,30.17
embbjihp-1,Cluster 1,84,43.96
enidgoik-1,Cluster 12,170,71.35
empjdlig-1,Cluster 18,234,116.34
emppjeol-1,Cluster 10,106,45.63
emplidne-1,Cluster 15,222,122.89
enacnpai-1,Cluster 22,140,56.22
emplklpi-1,Cluster 19,119,55.85
empoaafd-1,Cluster 19,183,89.51
empkeijm-1,Cluster 15,124,62.44
empmhene-1,Cluster 19,155,79.87
empokkmj-1,Cluster 19,219,126.97
empoocgp-1,Cluster 18,102,48.78
empkpkhh-1,Cluster 3,259,133.56
emcbhmpg-1,Cluster 3,179,108.15
emmnablf-1,Cluster 6,95,59.03
emmfehfj-1,Cluster 3,97,51.01
enaaiodb-1,Cluster 6,38,22.13
emmlealo-1,Cluster 1,64,31.16
emmibbnb-1,Cluster 2,85,52.91
emmfpnkf-1,Cluster 6,65,34.56
emmgappm-1,Cluster 1,46,35.46
emmjlcca-1,Cluster 1,77,41.29
empoieem-1,Cluster 3,187,89.22
empefohj-1,Cluster 6,52,34.47
emphomme-1,Cluster 15,186,103.44
empcobhn-1,Cluster 3,68,55.20
empiaepo-1,Cluster 19,230,123.41
empecmfn-1,Cluster 6,124,78.68
empbfkfj-1,Cluster 19,147,72.94
embejanf-1,Cluster 6,83,54.80
empfcmpb-1,Cluster 19,105,47.09
empgjfje-1,Cluster 19,135,55.93
enigbipe-1,Cluster 3,91,50.83
empgmaii-1,Cluster 19,77,31.48
engcoahn-1,Cluster 3,84,44.92
engckopo-1,Cluster 6,22,14.34
engbnohk-1,Cluster 8,41,27.90
engfefjp-1,Cluster 3,144,70.19
empgihng-1,Cluster 1,64,38.41
empfeahi-1,Cluster 12,113,62.76
emmdiail-1,Cluster 6,30,18.50
emmbjagj-1,Cluster 6,98,58.83
empadbml-1,Cluster 6,27,18.93
emipndmh-1,Cluster 19,157,80.27
emfccbii-1,Cluster 14,121,62.77
emnfopob-1,Cluster 2,66,42.30
emeoeboj-1,Cluster 23,125,86.91
emebefmf-1,Cluster 2,83,68.74
emfiegjj-1,Cluster 14,299,190.12
emnfijip-1,Cluster 1,18,25.65
emeofndc-1,Cluster 13,353,210.47
emeckhac-1,Cluster 17,94,61.37
emfmlnbb-1,Cluster 19,258,157.81
emfidcma-1,Cluster 3,204,124.83
emfekjme-1,Cluster 23,91,57.21
emebdkkj-1,Cluster 1,127,78.98
emenfaac-1,Cluster 1,92,65.06
ememdide-1,Cluster 1,86,41.78
emfidnek-1,Cluster 10,171,91.42
emellmfn-1,Cluster 1,48,30.40
emfgbnhn-1,Cluster 14,102,58.26
emedmhjn-1,Cluster 13,135,84.85
emfbimal-1,Cluster 23,40,22.63
emfddffd-1,Cluster 15,41,21.72
emfblola-1,Cluster 1,33,24.32
emflijfd-1,Cluster 14,145,67.17
emffilea-1,Cluster 14,57,39.40
emlplhcm-1,Cluster 3,117,66.16
emnkcgop-1,Cluster 8,31,25.49
emlooomj-1,Cluster 2,40,32.34
emmnocpd-1,Cluster 13,184,100.51
emldinob-1,Cluster 1,63,48.10
emlldeoe-1,Cluster 23,70,49.65
emmnlooj-1,Cluster 1,81,52.85
emmkdoge-1,Cluster 1,87,58.40
emnjkfbo-1,Cluster 17,112,50.70
emnhemip-1,Cluster 2,48,28.56
emndebfk-1,Cluster 23,135,70.39
emlialli-1,Cluster 6,57,38.85
emnkioji-1,Cluster 1,89,53.84
emngbieb-1,Cluster 13,57,36.94
emngjbkf-1,Cluster 17,134,67.03
emlnokfa-1,Cluster 3,47,43.00
emlehdgi-1,Cluster 12,54,37.38
emlnccaf-1,Cluster 2,60,42.39
emlipdde-1,Cluster 1,42,36.99
emlcajcp-1,Cluster 1,44,29.02
emjcikbc-1,Cluster 21,395,158.91
emeanlhm-1,Cluster 14,188,93.90
emfkkhne-1,Cluster 14,158,76.14
emfhfnon-1,Cluster 14,178,79.56
emenkink-1,Cluster 14,191,104.58
emfdphpa-1,Cluster 14,275,136.28
emndnjgp-1,Cluster 1,105,57.99
emeojgnj-1,Cluster 19,83,42.28
emfinllp-1,Cluster 14,196,102.08
emejcaln-1,Cluster 4,88,63.83
emencdpd-1,Cluster 4,73,52.46
emflepnb-1,Cluster 4,178,91.06
emjodkol-1,Cluster 25,1203,767.42
emjcinei-1,Cluster 21,635,278.76
emjebabc-1,Cluster 21,123,51.10
emjojbpp-1,Cluster 21,1153,474.67
emedeoji-1,Cluster 19,142,53.92
emehphkn-1,Cluster 22,288,131.36
emenahmb-1,Cluster 22,193,77.00
emjdinab-1,Cluster 21,557,227.73
emfffkca-1,Cluster 22,510,203.05
emlampko-1,Cluster 19,47,19.89
emlmnimg-1,Cluster 14,292,165.78
emnmgffn-1,Cluster 10,100,81.15
emlogohi-1,Cluster 19,164,83.32
emlghean-1,Cluster 19,236,136.49
emlkfbaf-1,Cluster 19,42,18.35
emnkdpep-1,Cluster 10,120,75.82
emllljcl-1,Cluster 6,98,64.40
emlnebcc-1,Cluster 6,44,24.07
emlmmdoe-1,Cluster 8,78,50.53
emlnfcic-1,Cluster 19,53,30.76
acpggdad-1,Cluster 25,918,889.03
enccpbdk-1,Cluster 25,709,336.73
emjodcmj-1,Cluster 21,1211,535.05
emipnpho-1,Cluster 19,180,80.47
emjcffkc-1,Cluster 19,217,110.79
emjnhnod-1,Cluster 22,263,102.29
emjmagjm-1,Cluster 21,397,159.62
emjockgj-1,Cluster 21,395,194.01
emlgmbmm-1,Cluster 4,83,47.65
enefgmlj-1,Cluster 13,150,110.15
emkelefh-1,Cluster 1,39,26.03
emkohaml-1,Cluster 3,87,54.06
emkijegd-1,Cluster 1,40,30.10
emkfckpc-1,Cluster 1,63,38.73
emlbgcjn-1,Cluster 8,73,54.39
emkmihag-1,Cluster 6,75,41.45
emkjeben-1,Cluster 3,86,43.18
emkokjoh-1,Cluster 6,56,34.25
emmfamnc-1,Cluster 12,98,50.60
emmiaapk-1,Cluster 2,83,48.37
emmddinl-1,Cluster 1,74,35.77
emmflgkf-1,Cluster 2,122,79.33
emkghijm-1,Cluster 2,98,50.24
emlaggnf-1,Cluster 1,77,51.81
emkjmhnc-1,Cluster 6,75,60.75
emlbible-1,Cluster 3,142,102.15
emkkdejd-1,Cluster 2,49,38.70
emkllend-1,Cluster 2,29,19.52
emkkbofe-1,Cluster 6,30,24.25
emlahibb-1,Cluster 1,65,43.99
emkfhicd-1,Cluster 1,24,20.94
emkkhlbh-1,Cluster 6,33,26.98
enecpcge-1,Cluster 8,43,33.72
emkagcpf-1,Cluster 1,63,37.87
eneggaho-1,Cluster 8,9,7.38
enepimbf-1,Cluster 1,10,6.05
enegafbd-1,Cluster 1,43,27.96
emkedkln-1,Cluster 8,88,55.51
enfekgff-1,Cluster 1,48,28.30
engbgejo-1,Cluster 8,51,38.00
engaejbg-1,Cluster 1,77,44.49
engcmnah-1,Cluster 1,64,38.45
engfafkj-1,Cluster 6,80,39.92
emkdiepa-1,Cluster 2,33,37.03
emkammna-1,Cluster 8,49,39.58
emkbppmg-1,Cluster 2,82,50.25
enelfodf-1,Cluster 1,41,39.03
emjomdhj-1,Cluster 1,59,33.66
enedkoan-1,Cluster 6,43,28.17
enehohpg-1,Cluster 13,123,81.87
eneaaolk-1,Cluster 8,40,34.84
enemkjng-1,Cluster 6,42,33.99
emkdfkob-1,Cluster 19,102,49.63
eminikin-1,Cluster 21,223,77.48
emjjfmla-1,Cluster 19,261,131.84
emkfpbpb-1,Cluster 2,41,31.27
emjlegkg-1,Cluster 22,214,91.33
emkogjem-1,Cluster 3,119,103.22
emkhaijo-1,Cluster 19,130,74.44
emkpehho-1,Cluster 19,172,89.30
emkeljmo-1,Cluster 19,261,107.32
emknfdjg-1,Cluster 18,146,71.50
emkonoob-1,Cluster 1,46,31.06
emkelojm-1,Cluster 1,140,95.72
encbokce-1,Cluster 21,1052,409.08
emimhhpk-1,Cluster 21,696,304.34
enbojaab-1,Cluster 21,692,335.90
emjhjbii-1,Cluster 22,120,53.40
emilhgdm-1,Cluster 21,738,285.51
eminigmf-1,Cluster 22,291,114.16
emiljdmn-1,Cluster 19,155,71.02
emioanng-1,Cluster 22,160,68.14
emijikoc-1,Cluster 22,352,132.46
emigecbf-1,Cluster 19,190,107.87
emjomapd-1,Cluster 19,168,78.73
enepojia-1,Cluster 18,123,62.63
enekiloi-1,Cluster 2,113,89.44
enedfobl-1,Cluster 23,29,25.03
enekilgi-1,Cluster 1,56,38.44
emkamfpc-1,Cluster 1,63,38.82
enebnnle-1,Cluster 1,41,31.30
enecihhd-1,Cluster 19,38,32.23
enegjkie-1,Cluster 1,11,8.18
eneiiief-1,Cluster 19,64,42.10
emiefhga-1,Cluster 19,275,140.93
emjhgonc-1,Cluster 19,94,47.09
emignfja-1,Cluster 4,248,143.54
emihblbl-1,Cluster 22,158,67.59
emikeokc-1,Cluster 22,142,75.13
emjggipg-1,Cluster 18,142,73.55
emihbbmn-1,Cluster 22,308,136.08
emoenfdp-1,Cluster 8,87,55.02
eaoggfgn-1,Cluster 8,74,45.68
eaongakh-1,Cluster 1,55,44.34
eaoiofag-1,Cluster 2,49,33.86
eaofikdh-1,Cluster 2,88,42.69
eankakhj-1,Cluster 23,83,44.00
eanjjjng-1,Cluster 1,42,28.35
eaocaacl-1,Cluster 2,115,56.42
eaoacono-1,Cluster 10,72,39.56
eanoeloe-1,Cluster 2,68,37.20
eanmdfic-1,Cluster 10,42,20.22
eangcbgl-1,Cluster 14,292,122.56
eanknaim-1,Cluster 1,33,16.08
eanpnokd-1,Cluster 1,36,25.60
eangnllp-1,Cluster 2,38,23.30
engibcpa-1,Cluster 15,87,34.51
eniaffok-1,Cluster 1,46,34.18
enhgnpdn-1,Cluster 6,54,31.11
enhmhkdp-1,Cluster 6,73,53.27
enhmlhea-1,Cluster 1,42,25.33
enhgdcdf-1,Cluster 3,153,84.06
eniaagdi-1,Cluster 3,111,60.08
enhobgfi-1,Cluster 8,35,30.65
eniaeocg-1,Cluster 3,35,26.13
enhgnecn-1,Cluster 12,56,36.35
enhcemlk-1,Cluster 12,121,55.22
eapilikd-1,Cluster 12,172,67.61
dplkicpa-1,Cluster 12,132,104.77
eapkccme-1,Cluster 2,89,37.42
eapmebef-1,Cluster 12,86,37.22
enhebmhf-1,Cluster 2,116,70.01
engnklnl-1,Cluster 6,94,58.22
engklnbh-1,Cluster 14,186,98.14
enhepcel-1,Cluster 12,139,63.78
enhccfjp-1,Cluster 1,45,32.67
engppehe-1,Cluster 10,98,60.95
enhbcchl-1,Cluster 10,71,50.07
engpacif-1,Cluster 2,51,45.22
engldfjb-1,Cluster 2,77,36.23
emofblmi-1,Cluster 14,136,76.13
emopdcbc-1,Cluster 19,76,44.24
emojdbcn-1,Cluster 19,33,19.88
emohmbpc-1,Cluster 14,89,48.08
enhllmkh-1,Cluster 6,119,71.38
enhijioj-1,Cluster 18,208,107.88
eniaeopo-1,Cluster 19,179,107.69
eniakppo-1,Cluster 6,104,61.35
enhoicee-1,Cluster 6,83,55.98
emoldahg-1,Cluster 10,160,117.47
enibopej-1,Cluster 2,62,41.22
enhnmimh-1,Cluster 3,87,58.80
emoihnjo-1,Cluster 2,78,53.30
emohango-1,Cluster 2,42,20.95
emogpoac-1,Cluster 2,67,41.19
emoknlda-1,Cluster 2,55,38.64
emoolghm-1,Cluster 6,60,36.49
emolbcga-1,Cluster 2,66,53.87
emopcdaf-1,Cluster 8,80,44.42
emoiljmp-1,Cluster 19,41,27.28
emolcmna-1,Cluster 19,51,32.79
emohloko-1,Cluster 1,61,33.80
enppdegd-1,Cluster 2,62,36.23
emnnekhh-1,Cluster 10,45,29.32
emnpbnka-1,Cluster 14,59,30.41
enphffej-1,Cluster 3,181,89.12
engneeij-1,Cluster 19,121,63.51
enhbfcbd-1,Cluster 18,132,62.41
engmalgh-1,Cluster 19,108,46.47
enhdpjpd-1,Cluster 14,213,109.62
enplboao-1,Cluster 14,106,54.40
enhfmibn-1,Cluster 14,250,142.95
enhdjdic-1,Cluster 14,104,54.91
enphhopb-1,Cluster 2,155,76.46
emnolini-1,Cluster 3,107,56.41
enpjiije-1,Cluster 2,30,17.47
emocncfk-1,Cluster 1,131,85.16
emnofaic-1,Cluster 6,94,65.07
enpkfkjm-1,Cluster 6,81,48.24
enplehlo-1,Cluster 2,143,82.28
emoaplec-1,Cluster 6,87,58.88
enpdmiek-1,Cluster 12,202,93.79
eoejidmn-1,Cluster 10,47,23.58
eaojaada-1,Cluster 8,102,45.62
enggcpbk-1,Cluster 19,164,85.54
eoehbiib-1,Cluster 14,335,168.22
eapdnldd-1,Cluster 3,147,83.80
eaojjcfh-1,Cluster 6,141,69.03
eapdladi-1,Cluster 3,198,104.65
eaokmocb-1,Cluster 2,115,44.70
eaoklbhb-1,Cluster 2,52,42.24
eapeofpb-1,Cluster 2,109,62.85
eaopcain-1,Cluster 6,71,49.69
eaopobkp-1,Cluster 1,33,20.67
eoenlhhb-1,Cluster 19,121,50.04
engfleep-1,Cluster 14,88,43.08
eoejeomm-1,Cluster 19,96,38.93
eoejlcdl-1,Cluster 18,137,69.10
engfildm-1,Cluster 19,84,43.60
eoekcgpi-1,Cluster 22,59,23.76
enghbpgc-1,Cluster 14,81,49.40
eoeljogm-1,Cluster 19,129,60.93
eoenomoh-1,Cluster 19,53,22.56
eoeicfnj-1,Cluster 19,112,50.81
eodmdcnp-1,Cluster 14,469,177.67
eaohdioe-1,Cluster 15,135,57.57
